epoch,accuracy,loss,val_accuracy,val_loss
0,0.7590000033378601,0.8443142771720886,0.8549000024795532,0.5146836042404175
1,0.8596166372299194,0.498142272233963,0.8691999912261963,0.45527729392051697
2,0.8715999722480774,0.45871222019195557,0.8748999834060669,0.43801751732826233
